id	filename	md5	size	state
2b136564-05ab-4d8b-a66d-e6e85072b06d	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_E10_831566.birdseed.data.txt	d11502287d3fedb022fea970ed3e68f3	20851956	live
8f890cb2-0ca7-466a-8d71-a23c7f77f03c	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_A02_914146.birdseed.data.txt	93a310fd5337a44c2030918ffbf043e1	20851964	live
9f2532a3-3947-4cfa-8c13-80e2d7773fc7	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_E11_1148514.birdseed.data.txt	daa987fa1b1d7e0015cc6e3a8ccfaa82	20851964	live
e8d36dae-8b22-416d-a0c2-a1722b38746e	DLP_REDO_FROM_DRAWN_D07.birdseed.data.txt	d740cd38e923142294a86b0e1b618e6e	20851904	live
52e10ada-a2f9-4727-9ccf-e7f15b288660	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_F02_863286.birdseed.data.txt	9306894d1d87d5272ecda35ad901a809	20851972	live
f6bae985-1cae-4f93-bfb4-edadce4898e1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G11_1376706.birdseed.data.txt	a8960fe061281bf3c9e9fd5e7a1a7c63	20851968	live
26df38df-7ea7-465d-867e-4e5c0fec8f32	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_C10_932682.birdseed.data.txt	e082fbf3ef5306c70a7ed1d0d612e1f4	20850936	live
d80729d9-9331-42bb-92fd-a5302313d8ba	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B12_1306706.birdseed.data.txt	7d6738114882a536ad1c57e81cfc308f	20851966	live
6f283e64-2da9-4b77-8ae5-b8622141f80e	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E06_1365200.birdseed.data.txt	914f2c1422eeb22dc101561fc905456e	20851974	live
27699e21-efb5-4672-a22e-e30e6eaa4727	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C12_1361814.birdseed.data.txt	96305c2c2c88ce694dea185af60e7cac	20850946	live
822b54ee-0819-4248-90af-8dc55edebc13	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E09_863770.birdseed.data.txt	4372107f1c8a255a88833a996b685292	20851958	live
7d77d4ee-8109-4e13-a8b0-0d1399835a60	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B06_914100.birdseed.data.txt	033d6c6d56aba8e0b69d074acfeeb148	20850936	live
016cb1f7-3900-4953-aab4-450810761f1b	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C07_730434.birdseed.data.txt	b62164fd0d81320a377f3a74e3ded0ba	20851964	live
91e4b234-f32b-4557-9b3e-43d1de90ef0a	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A04_777890.birdseed.data.txt	0686d1a02b9d2f589fd7414885dce8ea	20850938	live
898c60b4-6c90-4a83-85f3-969fab3e480c	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A07_809132.birdseed.data.txt	b5adee61f451c1f35f48235f1bfe34b1	20851966	live
b5886f50-3b60-4400-8e50-1f384acdd2d7	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G03_831548.birdseed.data.txt	3343d953ffd37ed3dc18d074f44bdd2a	20851956	live
cb79c87c-7c54-434f-8e79-866cd407d607	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F02_1376782.birdseed.data.txt	6478e062699724504fe0f2a9a6bc3851	20850940	live
b29617e3-d0cd-41e0-8250-5db4e7c16771	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B04_777854.birdseed.data.txt	0d779cec54708b7ac7537414af042856	20850938	live
57d5aac4-86fc-4ee2-a9a2-a68460d83eb3	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_D10_1301150.birdseed.data.txt	ddd028bdaac46e6e42c9248e1c8bbb79	20850946	live
416bdca1-9340-4f10-a174-7e08790191ac	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G11_730370.birdseed.data.txt	e2ef7f4b864aa73518772c85d5cf94c6	20851959	live
92c2c076-f70b-44b2-a3d7-092aa506be9d	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E03_730472.birdseed.data.txt	966be3122dd61eaa9f77ce8abb4b36c3	20851964	live
a9cdce72-b267-41d4-81ae-6ed7c9e1dd46	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_G08_1148590.birdseed.data.txt	d190936f4f517fb4ad40fb8aecbb022c	20851964	live
e4a43d29-8c40-446e-b36b-7c2590482403	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_C11_734744.birdseed.data.txt	03129a19934f6baaf840002ef2a699db	20851960	live
9f6ab018-60ff-4a84-bfd2-d8b8f5bad5df	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G02_831668.birdseed.data.txt	82929d650f7747350b7792df34a0c568	20851956	live
bafcc3ce-1eb6-457d-a6a9-6d4791507034	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E09_913864.birdseed.data.txt	da42f55c48aa4c35f8c691b29b006a64	20850946	live
b9379542-0490-47f7-8570-9395e85b00ec	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D03_831594.birdseed.data.txt	9ac3f536a41113cdac645158f73665b1	20850928	live
ed675dee-19fb-4d15-993b-3803722889f1	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C06_913818.birdseed.data.txt	2b133694bd523d3cfd70fa52b83a23ad	20850946	live
4e4b85e7-1f05-410c-90ed-96aa8009e92f	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A09_734708.birdseed.data.txt	34b5c7bb05c203b045fcf5e84931ba36	20851960	live
2c39a419-0799-4bab-8a15-db704eacab6e	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D05_730486.birdseed.data.txt	f305ccb73c233cb7c3f1ceb6f4b56cfb	20851964	live
3a2c9fa8-42f0-441b-844d-25b46da85305	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D09_913958.birdseed.data.txt	677a7edbc105e4100e3cc81957bf3c75	20851974	live
35c1c987-006f-4b93-8134-fd5c87112ef7	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E08_1361910.birdseed.data.txt	5d3a05405ca8fd7ca353b3b064ac4a63	20850946	live
55e39e1d-8601-4d2e-b883-c2cdc89212fc	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B10_1320632.birdseed.data.txt	4e18eb653cc87d2c53a4fb788233c3a1	20851958	live
42142a15-0e6d-4f1c-ae7d-be0d2f0e0af1	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C06_831610.birdseed.data.txt	97bd06677df9f14b7db38c1935633814	20850928	live
bdc37ba2-1d45-46fc-ad26-5cb395dfd08e	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_C03_913844.birdseed.data.txt	88b51ab6c049e27275f3e97f46a5f93d	20850946	live
538153d6-4c48-4aac-bdce-6aedb3865b8f	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_A06_730372.birdseed.data.txt	a32b0dbc11613680d91b3b19d8fe01f8	20851964	live
4ec488eb-39f6-453c-8994-39c7d4afa63b	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_C01_1361982.birdseed.data.txt	669b038ec28e3490a513ff2e77c0caa5	20851974	live
538d253c-eeb8-4e60-ab7f-06e85c51d2f6	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_A07_1344462.birdseed.data.txt	75a34576258aa912a6a12c584100cf95	20851966	live
7a15e562-3fc5-4309-891a-9afb35ad8960	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_F12_863724.birdseed.data.txt	f5d8810de19973106ff2277df3c86091	20850760	live
b21ae73f-bdf1-4792-8fae-9c3bf3f08bc5	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_F01_914066.birdseed.data.txt	252266e88289793d4667a95b4ed1e4c7	20851964	live
53e483da-b065-47f7-ac84-3537dee7064f	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A02_809154.birdseed.data.txt	38cdac74f495340dbf1929f6c5eede2c	20851966	live
681e8568-147f-4347-9e44-ff0af47343b3	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D07_1486800.birdseed.data.txt	3f8fdc4da8923d445a6ed5a301bf9318	20851976	live
21c72067-a87a-44f3-bf1f-96aa39697768	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D04_863404.birdseed.data.txt	7a1ef5f9406f47b089e8b4a1c42b9d90	20851972	live
0ff3bd39-dd96-4208-b1bd-449654a95978	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D09_1244716.birdseed.data.txt	f2d5c39150468433a62129be2045f859	20851966	live
2c9939ed-601f-422f-9e68-3b9d114f9bcb	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_C09_863382.birdseed.data.txt	94b900d8477be28d8f4bee1a7f6f239e	20850944	live
e970a809-a772-4cae-9a46-5102eb3c88e9	DRAWN_p_TCGASNP_214_215_N_GenomeWideSNP_6_E03_1148224.birdseed.data.txt	fb8815301ed61760b161acc09bf2e9cf	20851964	live
adab17d7-d3b6-4884-bafe-d7240b9d4830	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_A07_734652.birdseed.data.txt	ed095bcc2a2ffcd4deaa751ce0afe626	20851960	live
7dd43f6b-f0a0-47df-9c44-984d20154ecf	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_G05_1361808.birdseed.data.txt	69a6285ea6886b401da29024dd3deb1a	20851974	live
748d5cb6-5962-46bf-9e6a-92fc462233bf	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_D03_734666.birdseed.data.txt	ac3168dd6bea0db6399033194cde69d7	20850932	live
c7e5aeee-193e-4855-b401-728e3e8831c3	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_E08_1301212.birdseed.data.txt	1d517627fae8d337f8d11be3cb68c038	20850946	live
845bf7e1-7d19-4787-8c58-97d7fafdbf29	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D09_831624.birdseed.data.txt	58d8db3f34fe2de3283b5f0428ce1a90	20850928	live
6fb1a6d2-88b4-48c3-9714-43c4ffee7d5a	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G04_730340.birdseed.data.txt	5ea524ca38c65bbe7cd047f2f4d9ea04	20851964	live
71a779b5-3cf1-4215-80d2-b92e3a9a7156	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A09_1376814.birdseed.data.txt	24dbad6974028585775f1b59c7698680	20851968	live
7a8449e6-6c48-4fa4-87bb-0f80395ef815	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E09_1365220.birdseed.data.txt	09429ff4cd9a9ca90b431b395e168f39	20851974	live
a2876801-f575-45f4-b312-a2a88d4e0cc2	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E08_1376894.birdseed.data.txt	762e4369e5ae24055962b390d5e979d6	20850948	live
27ca0d92-8637-4985-b65d-4f4abf0670ac	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_F09_1377014.birdseed.data.txt	e5dd942746e173372e1d6b59b4754389	20850948	live
9bf9cb63-225a-43e7-945f-3592bbc9b8fe	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B12_1361830.birdseed.data.txt	aab659a0bffe6377e6086b67c354cd03	20851974	live
c42cd175-5eca-4ab7-b425-66ac901717a1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D09_863734.birdseed.data.txt	1acc46f2c20b8ada8c35a827f4ff9733	20851958	live
5b460ef4-8555-46e4-aadc-11d943cea440	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_D04_1244800.birdseed.data.txt	75f6ce3ec51698d6f6b00db6ae8bca54	20851966	live
0e400b61-9a04-43cf-97da-bf16e9b66d2e	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F03_1361828.birdseed.data.txt	773bbfdf69b2d7ee566004b06ecd00e0	20850946	live
