id	filename	md5	size	state
149c7128-28e3-4684-a7fd-f02bb976b44e	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_A05_863384.hg19.seg.txt	c0bd2b689b26f5f3adcb7dacf164215f	26629	live
8c2f9c9a-959b-47a0-9e52-1f9ffec3adae	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F01_1361894.hg19.seg.txt	f30521e50297180f23451bade3e89bd5	42968	live
529eef97-45b7-4784-8118-bcde27742df9	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D03_1148420.hg19.seg.txt	2ca44258bfde005552de5f069f8d6aab	45792	live
1a8235d8-c9d0-411d-9f36-9a02ded35a59	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B06_914100.hg19.seg.txt	6034d3d8e1e035e0fdece8d90bf69d14	40031	live
beca427e-de5b-4618-af25-640d717ec80d	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_C03_863676.hg19.seg.txt	533d53dcb4f36be189ced438d5733b88	27013	live
ca775ca0-998e-441b-9f65-ef58afe0926a	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A04_1376826.hg19.seg.txt	7253e56b6826d917dc54915a41bc48f5	37226	live
f63674a0-7d73-4f4d-ad55-58ed701fd2b5	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_B04_1344304.hg19.seg.txt	b5f752d979f2f07d1391680640ac29cd	20799	live
0f526656-ee76-4b65-ad48-e788f6335b22	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F02_1361810.hg19.seg.txt	b15c9930c6e86b13500f186b30a89569	26797	live
0970417a-aaaf-47f5-a931-9f51312a5b3c	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_D04_809302.hg19.seg.txt	7d56c56ea3933eeda678650c0796bbd2	25639	live
d700f162-a484-4457-a409-4dca4aabbba7	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F07_1361882.hg19.seg.txt	6b3af3f0ffd3697e078569f06f349b15	33073	live
1f76313a-fa86-4037-8796-efcad256719e	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F03_730460.hg19.seg.txt	038636e7cd637fce3312b2d96190cd43	68358	live
41c592ae-bee5-4ab8-a021-8712907c335c	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F06_1376794.hg19.seg.txt	41e0cc1b911f0d3f2d7fbc531afb50f1	34847	live
43dfbd80-8d23-4687-85be-f1d48645399e	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_G04_1361916.hg19.seg.txt	cb1357e2d5a31aa76028a4d5cc9aff3c	26360	live
98d15203-7a5d-4d2e-b340-da8419725ff7	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B08_863266.hg19.seg.txt	f80ed0d580111a3b7804d250abe25949	30572	live
